LECROYWaveRunnerkR 21099 Waveform
Segments 1 SegmentSize 100002
Segment TrigTime TimeSinceSegment1
#1 09-May-2022 14:43:36 0                 
Time Ampl
-4.8305631e-007 -0.215867
-4.8300631e-007 -0.212846
-4.8295631e-007 -0.240171
-4.8290631e-007 -0.26832
-4.8285631e-007 -0.268869
-4.8280631e-007 -0.258434
-4.8275631e-007 -0.248547
-4.8270631e-007 -0.240171
-4.8265631e-007 -0.239347
-4.8260631e-007 -0.243055
-4.8255631e-007 -0.243467
-4.8250631e-007 -0.230559
-4.8245631e-007 -0.224929
-4.8240631e-007 -0.269281
-4.8235631e-007 -0.298529
-4.8230631e-007 -0.248272
-4.8225631e-007 -0.225616
-4.8220631e-007 -0.264063
-4.8215631e-007 -0.259669
-4.8210631e-007 -0.226577
-4.8205631e-007 -0.220947
-4.8200631e-007 -0.220535
-4.8195631e-007 -0.208864
-4.8190631e-007 -0.195682
-4.8185631e-007 -0.197742
-4.8180631e-007 -0.228362
-4.8175631e-007 -0.248135
-4.8170631e-007 -0.221359
-4.8165631e-007 -0.21573
-4.8160631e-007 -0.249508
-4.8155631e-007 -0.242643
-4.8150631e-007 -0.213944
-4.8145631e-007 -0.21518
-4.8140631e-007 -0.230147
-4.8135631e-007 -0.248684
-4.8130631e-007 -0.258571
-4.8125631e-007 -0.25198
-4.8120631e-007 -0.261317
-4.8115631e-007 -0.276696
-4.8110631e-007 -0.253628
-4.8105631e-007 -0.224243
-4.8100631e-007 -0.234129
-4.8095631e-007 -0.24992
-4.8090631e-007 -0.247723
-4.8085631e-007 -0.240995
-4.8080631e-007 -0.222458
-4.8075631e-007 -0.219437
-4.8070631e-007 -0.230834
-4.8065631e-007 -0.214768
-4.8060631e-007 -0.217377
-4.8055631e-007 -0.224655
-4.8050631e-007 -0.190464
-4.8045631e-007 -0.186894
-4.8040631e-007 -0.216553
-4.8035631e-007 -0.209962
-4.8030631e-007 -0.198566
-4.8025631e-007 -0.223282
-4.8020631e-007 -0.24072
-4.8015631e-007 -0.214082
-4.8010631e-007 -0.170279
-4.8005631e-007 -0.170142
-4.8000631e-007 -0.218338
-4.7995631e-007 -0.246762
-4.7990631e-007 -0.221771
-4.7985631e-007 -0.190464
-4.7980631e-007 -0.22081
-4.7975631e-007 -0.261454
-4.7970631e-007 -0.233992
-4.7965631e-007 -0.216004
-4.7960631e-007 -0.262553
-4.7955631e-007 -0.278069
-4.7950631e-007 -0.222458
-4.7945631e-007 -0.192936
-4.7940631e-007 -0.232482
-4.7935631e-007 -0.263651
-4.7930631e-007 -0.255275
-4.7925631e-007 -0.238111
-4.7920631e-007 -0.233305
-4.7915631e-007 -0.243467
-4.7910631e-007 -0.237974
-4.7905631e-007 -0.221497
-4.7900631e-007 -0.246625
-4.7895631e-007 -0.277245
-4.7890631e-007 -0.257884
-4.7885631e-007 -0.244016
-4.7880631e-007 -0.264063
-4.7875631e-007 -0.270792
-4.7870631e-007 -0.24127
-4.7865631e-007 -0.210237
-4.7860631e-007 -0.240583
-4.7855631e-007 -0.266535
-4.7850631e-007 -0.207491
-4.7845631e-007 -0.179754
-4.7840631e-007 -0.226714
-4.7835631e-007 -0.240858
-4.7830631e-007 -0.227264
-4.7825631e-007 -0.218201
-4.7820631e-007 -0.201724
-4.7815631e-007 -0.220124
-4.7810631e-007 -0.246075
-4.7805631e-007 -0.206392
-4.7800631e-007 -0.180028
-4.7795631e-007 -0.219574
-4.7790631e-007 -0.229323
-4.7785631e-007 -0.202822
-4.7780631e-007 -0.219849
-4.7775631e-007 -0.233031
-4.7770631e-007 -0.195545
-4.7765631e-007 -0.185246
-4.7760631e-007 -0.224243
-4.7755631e-007 -0.264201
-4.7750631e-007 -0.268595
-4.7745631e-007 -0.234404
-4.7740631e-007 -0.225067
-4.7735631e-007 -0.245252
-4.7730631e-007 -0.230285
-4.7725631e-007 -0.216141
-4.7720631e-007 -0.247861
-4.7715631e-007 -0.257884
-4.7710631e-007 -0.217515
-4.7705631e-007 -0.183873
-4.7700631e-007 -0.214768
-4.7695631e-007 -0.281639
-4.7690631e-007 -0.272027
-4.7685631e-007 -0.212022
-4.7680631e-007 -0.206942
-4.7675631e-007 -0.212159
-4.7670631e-007 -0.191563
-4.7665631e-007 -0.194034
-4.7660631e-007 -0.221634
-4.7655631e-007 -0.241407
-4.7650631e-007 -0.228637
-4.7645631e-007 -0.211885
-4.7640631e-007 -0.23207
-4.7635631e-007 -0.251156
-4.7630631e-007 -0.246487
-4.7625631e-007 -0.244702
-4.7620631e-007 -0.240446
-4.7615631e-007 -0.213944
-4.7610631e-007 -0.195819
-4.7605631e-007 -0.209139
-4.7600631e-007 -0.227264
-4.7595631e-007 -0.238798
-4.7590631e-007 -0.22438
-4.7585631e-007 -0.187993
-4.7580631e-007 -0.201861
-4.7575631e-007 -0.243467
-4.7570631e-007 -0.242093
-4.7565631e-007 -0.239622
-4.7560631e-007 -0.263102
-4.7555631e-007 -0.270654
-4.7550631e-007 -0.243604
-4.7545631e-007 -0.217789
-4.7540631e-007 -0.231658
-4.7535631e-007 -0.253765
-4.7530631e-007 -0.243055
-4.7525631e-007 -0.231795
-4.7520631e-007 -0.250195
-4.7515631e-007 -0.226577
-4.7510631e-007 -0.169867
-4.7505631e-007 -0.189503
-4.7500631e-007 -0.234404
-4.7495631e-007 -0.23207
-4.7490631e-007 -0.229735
-4.7485631e-007 -0.224929
-4.7480631e-007 -0.213258
-4.7475631e-007 -0.221085
-4.7470631e-007 -0.225753
-4.7465631e-007 -0.23207
-4.7460631e-007 -0.249371
-4.7455631e-007 -0.243878
-4.7450631e-007 -0.230559
-4.7445631e-007 -0.232207
-4.7440631e-007 -0.23207
-4.7435631e-007 -0.218338
-4.7430631e-007 -0.194858
-4.7425631e-007 -0.200488
-4.7420631e-007 -0.236876
-4.7415631e-007 -0.235502
-4.7410631e-007 -0.213395
-4.7405631e-007 -0.23358
-4.7400631e-007 -0.263102
-4.7395631e-007 -0.25706
-4.7390631e-007 -0.207765
-4.7385631e-007 -0.174948
-4.7380631e-007 -0.225341
-4.7375631e-007 -0.258845
-4.7370631e-007 -0.22287
-4.7365631e-007 -0.21161
-4.7360631e-007 -0.237013
-4.7355631e-007 -0.247174
-4.7350631e-007 -0.245389
-4.7345631e-007 -0.25198
-4.7340631e-007 -0.243741
-4.7335631e-007 -0.232894
-4.7330631e-007 -0.243055
-4.7325631e-007 -0.243055
-4.7320631e-007 -0.253628
-4.7315631e-007 -0.263377
-4.7310631e-007 -0.211885
-4.7305631e-007 -0.181264
-4.7300631e-007 -0.21724
-4.7295631e-007 -0.221497
-4.7290631e-007 -0.208864
-4.7285631e-007 -0.224243
-4.7280631e-007 -0.213944
-4.7275631e-007 -0.192936
-4.7270631e-007 -0.213944
-4.7265631e-007 -0.234816
-4.7260631e-007 -0.230834
-4.7255631e-007 -0.223419
-4.7250631e-007 -0.203234
-4.7245631e-007 -0.210786
-4.7240631e-007 -0.25706
-4.7235631e-007 -0.26269
-4.7230631e-007 -0.237288
-4.7225631e-007 -0.234679
-4.7220631e-007 -0.24127
-4.7215631e-007 -0.227813
-4.7210631e-007 -0.210512
-4.7205631e-007 -0.224929
-4.7200631e-007 -0.252392
-4.7195631e-007 -0.260356
-4.7190631e-007 -0.234541
-4.7185631e-007 -0.197055
-4.7180631e-007 -0.202136
-4.7175631e-007 -0.233992
-4.7170631e-007 -0.249234
-4.7165631e-007 -0.252529
-4.7160631e-007 -0.245801
-4.7155631e-007 -0.238661
-4.7150631e-007 -0.242231
-4.7145631e-007 -0.244428
-4.7140631e-007 -0.24841
-4.7135631e-007 -0.225891
-4.7130631e-007 -0.185246
-4.7125631e-007 -0.201174
-4.7120631e-007 -0.246625
-4.7115631e-007 -0.249234
-4.7110631e-007 -0.218476
-4.7105631e-007 -0.211336
-4.7100631e-007 -0.240034
-4.7095631e-007 -0.239484
-4.7090631e-007 -0.211747
-4.7085631e-007 -0.225341
-4.7080631e-007 -0.262553
-4.7075631e-007 -0.276696
-4.7070631e-007 -0.247037
-4.7065631e-007 -0.21367
-4.7060631e-007 -0.238386
-4.7055631e-007 -0.252392
-4.7050631e-007 -0.232207
-4.7045631e-007 -0.244016
-4.7040631e-007 -0.251431
-4.7035631e-007 -0.228362
-4.7030631e-007 -0.190052
-4.7025631e-007 -0.180303
-4.7020631e-007 -0.238111
-4.7015631e-007 -0.263926
-4.7010631e-007 -0.200213
-4.7005631e-007 -0.165885
-4.7000631e-007 -0.219849
-4.6995631e-007 -0.271341
-4.6990631e-007 -0.254314
-4.6985631e-007 -0.213807
-4.6980631e-007 -0.209276
-4.6975631e-007 -0.211061
-4.6970631e-007 -0.201449
-4.6965631e-007 -0.219162
-4.6960631e-007 -0.243055
-4.6955631e-007 -0.235228
-4.6950631e-007 -0.2101
-4.6945631e-007 -0.204058
-4.6940631e-007 -0.232482
-4.6935631e-007 -0.24635
-4.6930631e-007 -0.219849
-4.6925631e-007 -0.219712
-4.6920631e-007 -0.256786
-4.6915631e-007 -0.236464
-4.6910631e-007 -0.185384
-4.6905631e-007 -0.208452
-4.6900631e-007 -0.230559
-4.6895631e-007 -0.203783
-4.6890631e-007 -0.216279
-4.6885631e-007 -0.237837
-4.6880631e-007 -0.223144
-4.6875631e-007 -0.208727
-4.6870631e-007 -0.21161
-4.6865631e-007 -0.242093
-4.6860631e-007 -0.263102
-4.6855631e-007 -0.252529
-4.6850631e-007 -0.238111
-4.6845631e-007 -0.225479
-4.6840631e-007 -0.250058
-4.6835631e-007 -0.25761
-4.6830631e-007 -0.199939
-4.6825631e-007 -0.188404
-4.6820631e-007 -0.225753
-4.6815631e-007 -0.226852
-4.6810631e-007 -0.212159
-4.6805631e-007 -0.221359
-4.6800631e-007 -0.236052
-4.6795631e-007 -0.2193
-4.6790631e-007 -0.183873
-4.6785631e-007 -0.192249
-4.6780631e-007 -0.230971
-4.6775631e-007 -0.211473
-4.6770631e-007 -0.173575
-4.6765631e-007 -0.197604
-4.6760631e-007 -0.237699
-4.6755631e-007 -0.25761
-4.6750631e-007 -0.263239
-4.6745631e-007 -0.239073
-4.6740631e-007 -0.239073
-4.6735631e-007 -0.270654
-4.6730631e-007 -0.237974
-4.6725631e-007 -0.191975
-4.6720631e-007 -0.208589
-4.6715631e-007 -0.226577
-4.6710631e-007 -0.208177
-4.6705631e-007 -0.194583
-4.6700631e-007 -0.222732
-4.6695631e-007 -0.233717
-4.6690631e-007 -0.19733
-4.6685631e-007 -0.188267
-4.6680631e-007 -0.229049
-4.6675631e-007 -0.264338
-4.6670631e-007 -0.248547
-4.6665631e-007 -0.20804
-4.6660631e-007 -0.219162
-4.6655631e-007 -0.247861
-4.6650631e-007 -0.2193
-4.6645631e-007 -0.198428
-4.6640631e-007 -0.231246
-4.6635631e-007 -0.255275
-4.6630631e-007 -0.230285
-4.6625631e-007 -0.210649
-4.6620631e-007 -0.250744
-4.6615631e-007 -0.259532
-4.6610631e-007 -0.197742
-4.6605631e-007 -0.195819
-4.6600631e-007 -0.25555
-4.6595631e-007 -0.247174
-4.6590631e-007 -0.201037
-4.6585631e-007 -0.20804
-4.6580631e-007 -0.225891
-4.6575631e-007 -0.218888
-4.6570631e-007 -0.215867
-4.6565631e-007 -0.216416
-4.6560631e-007 -0.216828
-4.6555631e-007 -0.225891
-4.6550631e-007 -0.220947
-4.6545631e-007 -0.21367
-4.6540631e-007 -0.233168
-4.6535631e-007 -0.232344
-4.6530631e-007 -0.207765
-4.6525631e-007 -0.199664
-4.6520631e-007 -0.21367
-4.6515631e-007 -0.242505
-4.6510631e-007 -0.234953
-4.6505631e-007 -0.216828
-4.6500631e-007 -0.259944
-4.6495631e-007 -0.279854
-4.6490631e-007 -0.244565
-4.6485631e-007 -0.239347
-4.6480631e-007 -0.256511
-4.6475631e-007 -0.249783
-4.6470631e-007 -0.224243
-4.6465631e-007 -0.221222
-4.6460631e-007 -0.250195
-4.6455631e-007 -0.269419
-4.6450631e-007 -0.242643
-4.6445631e-007 -0.204058
-4.6440631e-007 -0.237974
-4.6435631e-007 -0.284111
-4.6430631e-007 -0.214631
-4.6425631e-007 -0.134578
-4.6420631e-007 -0.190464
-4.6415631e-007 -0.258571
-4.6410631e-007 -0.225067
-4.6405631e-007 -0.197604
-4.6400631e-007 -0.228774
-4.6395631e-007 -0.246487
-4.6390631e-007 -0.230971
-4.6385631e-007 -0.223144
-4.6380631e-007 -0.239622
-4.6375631e-007 -0.246487
-4.6370631e-007 -0.227676
-4.6365631e-007 -0.217789
-4.6360631e-007 -0.234541
-4.6355631e-007 -0.246487
-4.6350631e-007 -0.228225
-4.6345631e-007 -0.211885
-4.6340631e-007 -0.234541
-4.6335631e-007 -0.259669
-4.6330631e-007 -0.229461
-4.6325631e-007 -0.179479
-4.6320631e-007 -0.196369
-4.6315631e-007 -0.247998
-4.6310631e-007 -0.242505
-4.6305631e-007 -0.212159
-4.6300631e-007 -0.226577
-4.6295631e-007 -0.244153
-4.6290631e-007 -0.21573
-4.6285631e-007 -0.199664
-4.6280631e-007 -0.249783
-4.6275631e-007 -0.285209
-4.6270631e-007 -0.229873
-4.6265631e-007 -0.181127
-4.6260631e-007 -0.216279
-4.6255631e-007 -0.251293
-4.6250631e-007 -0.250195
-4.6245631e-007 -0.240446
-4.6240631e-007 -0.231108
-4.6235631e-007 -0.244977
-4.6230631e-007 -0.239896
-4.6225631e-007 -0.220124
-4.6220631e-007 -0.252117
-4.6215631e-007 -0.264613
-4.6210631e-007 -0.233031
-4.6205631e-007 -0.222046
-4.6200631e-007 -0.21518
-4.6195631e-007 -0.228362
-4.6190631e-007 -0.255138
-4.6185631e-007 -0.229323
-4.6180631e-007 -0.222458
-4.6175631e-007 -0.257884
-4.6170631e-007 -0.23207
-4.6165631e-007 -0.208315
-4.6160631e-007 -0.240308
-4.6155631e-007 -0.229873
-4.6150631e-007 -0.203509
-4.6145631e-007 -0.216691
-4.6140631e-007 -0.233031
-4.6135631e-007 -0.243878
-4.6130631e-007 -0.243741
-4.6125631e-007 -0.23564
-4.6120631e-007 -0.246625
-4.6115631e-007 -0.254177
-4.6110631e-007 -0.225341
-4.6105631e-007 -0.212159
-4.6100631e-007 -0.245252
-4.6095631e-007 -0.250744
-4.6090631e-007 -0.214082
-4.6085631e-007 -0.199801
-4.6080631e-007 -0.223419
-4.6075631e-007 -0.241956
-4.6070631e-007 -0.223007
-4.6065631e-007 -0.212159
-4.6060631e-007 -0.243329
-4.6055631e-007 -0.25404
-4.6050631e-007 -0.215318
-4.6045631e-007 -0.194309
-4.6040631e-007 -0.229323
-4.6035631e-007 -0.250469
-4.6030631e-007 -0.221771
-4.6025631e-007 -0.195545
-4.6020631e-007 -0.200488
-4.6015631e-007 -0.222183
-4.6010631e-007 -0.230559
-4.6005631e-007 -0.232482
-4.6000631e-007 -0.252392
-4.5995631e-007 -0.249371
-4.5990631e-007 -0.221497
-4.5985631e-007 -0.226989
-4.5980631e-007 -0.244428
-4.5975631e-007 -0.230697
-4.5970631e-007 -0.211473
-4.5965631e-007 -0.210786
-4.5960631e-007 -0.225753
-4.5955631e-007 -0.234129
-4.5950631e-007 -0.230422
-4.5945631e-007 -0.245526
-4.5940631e-007 -0.256374
-4.5935631e-007 -0.230697
-4.5930631e-007 -0.21367
-4.5925631e-007 -0.220673
-4.5920631e-007 -0.22438
-4.5915631e-007 -0.219162
-4.5910631e-007 -0.197467
-4.5905631e-007 -0.192798
-4.5900631e-007 -0.235365
-4.5895631e-007 -0.254589
-4.5890631e-007 -0.2193
-4.5885631e-007 -0.188267
-4.5880631e-007 -0.214494
-4.5875631e-007 -0.280403
-4.5870631e-007 -0.279168
-4.5865631e-007 -0.213533
-4.5860631e-007 -0.191563
-4.5855631e-007 -0.213258
-4.5850631e-007 -0.233168
-4.5845631e-007 -0.21875
-4.5840631e-007 -0.214219
-4.5835631e-007 -0.258845
-4.5830631e-007 -0.262828
-4.5825631e-007 -0.248272
-4.5820631e-007 -0.26832
-4.5815631e-007 -0.246899
-4.5810631e-007 -0.191425
-4.5805631e-007 -0.16822
-4.5800631e-007 -0.195407
-4.5795631e-007 -0.234816
-4.5790631e-007 -0.244016
-4.5785631e-007 -0.25404
-4.5780631e-007 -0.260356
-4.5775631e-007 -0.241407
-4.5770631e-007 -0.221085
-4.5765631e-007 -0.195545
-4.5760631e-007 -0.18044
-4.5755631e-007 -0.18607
-4.5750631e-007 -0.192524
-4.5745631e-007 -0.226303
-4.5740631e-007 -0.275872
-4.5735631e-007 -0.272851
-4.5730631e-007 -0.246762
-4.5725631e-007 -0.241819
-4.5720631e-007 -0.225341
-4.5715631e-007 -0.222458
-4.5710631e-007 -0.251843
-4.5705631e-007 -0.261454
-4.5700631e-007 -0.260219
-4.5695631e-007 -0.270517
-4.5690631e-007 -0.264201
-4.5685631e-007 -0.243878
