LECROYWaveRunnerkR 21099 Waveform
Segments 1 SegmentSize 100002
Segment TrigTime TimeSinceSegment1
#1 09-May-2022 14:43:36 0                 
Time Ampl
-4.8830253e-007 -0.0365139
-4.8825253e-007 -0.0363354
-4.8820253e-007 -0.0375575
-4.8815253e-007 -0.0387384
-4.8810253e-007 -0.0373515
-4.8805253e-007 -0.0372142
-4.8800253e-007 -0.0386972
-4.8795253e-007 -0.039576
-4.8790253e-007 -0.0403587
-4.8785253e-007 -0.0386148
-4.8780253e-007 -0.0364041
-4.8775253e-007 -0.0391366
-4.8770253e-007 -0.0408667
-4.8765253e-007 -0.0384638
-4.8760253e-007 -0.0409491
-4.8755253e-007 -0.0467574
-4.8750253e-007 -0.045604
-4.8745253e-007 -0.0389032
-4.8740253e-007 -0.038505
-4.8735253e-007 -0.0444918
-4.8730253e-007 -0.044121
-4.8725253e-007 -0.0378047
-4.8720253e-007 -0.0347152
-4.8715253e-007 -0.0372829
-4.8710253e-007 -0.0400017
-4.8705253e-007 -0.0372829
-4.8700253e-007 -0.0347289
-4.8695253e-007 -0.0368572
-4.8690253e-007 -0.0399467
-4.8685253e-007 -0.0405509
-4.8680253e-007 -0.039782
-4.8675253e-007 -0.0409766
-4.8670253e-007 -0.0402626
-4.8665253e-007 -0.0379008
-4.8660253e-007 -0.0404823
-4.8655253e-007 -0.0431461
-4.8650253e-007 -0.0391641
-4.8645253e-007 -0.0329301
-4.8640253e-007 -0.032985
-4.8635253e-007 -0.0378459
-4.8630253e-007 -0.0378596
-4.8625253e-007 -0.0336167
-4.8620253e-007 -0.0339188
-4.8615253e-007 -0.0397682
-4.8610253e-007 -0.0417455
-4.8605253e-007 -0.037736
-4.8600253e-007 -0.0377498
-4.8595253e-007 -0.0422399
-4.8590253e-007 -0.0427754
-4.8585253e-007 -0.0410864
-4.8580253e-007 -0.0403587
-4.8575253e-007 -0.0376674
-4.8570253e-007 -0.0371044
-4.8565253e-007 -0.0387521
-4.8560253e-007 -0.0388071
-4.8555253e-007 -0.0413199
-4.8550253e-007 -0.0421437
-4.8545253e-007 -0.0380656
