LECROY;WAVERUNNER8404M;LCRY4256N21099;8.4.1;TCPIP0::192.168.41.155
TriggerTime,2022-05-11--14-33-39.757
RelativeTime Ch.#1 Ch.#2 Ch.#3 Ch.#4
[s] [V] [V] [V] [V]
2.182628E-8 -6.885200E-3 5.269698E-4 -4.524717E-2 7.704288E+0
2.187628E-8 -7.579312E-3 5.749841E-4 -4.211646E-2 7.704288E+0
2.192628E-8 -6.673739E-3 5.814945E-4 -3.717321E-2 7.704288E+0
2.197628E-8 -5.971389E-3 5.432458E-4 -3.590995E-2 7.704288E+0
2.202628E-8 -6.703261E-3 5.167972E-4 -3.746158E-2 7.704288E+0
2.207628E-8 -7.022512E-3 5.652185E-4 -3.586876E-2 7.704288E+0
2.212628E-8 -6.429324E-3 6.746748E-4 -3.301266E-2 7.704288E+0
2.217628E-8 -6.308489E-3 7.719242E-4 -3.488010E-2 7.704288E+0
2.222628E-8 -6.638038E-3 8.073244E-4 -3.640428E-2 7.704288E+0
2.227628E-8 -6.726605E-3 7.898277E-4 -3.672010E-2 7.704288E+0
2.232628E-8 -6.627053E-3 7.641930E-4 -4.064721E-2 7.704288E+0
2.237628E-8 -6.494547E-3 7.658205E-4 -4.300898E-2 7.704288E+0
2.242628E-8 -6.410787E-3 7.918621E-4 -4.096302E-2 7.704288E+0
2.247628E-8 -6.219236E-3 8.048832E-4 -4.236361E-2 7.704288E+0
2.252628E-8 -5.996104E-3 7.800621E-4 -4.472539E-2 7.704288E+0
2.257628E-8 -6.341444E-3 7.405928E-4 -4.126513E-2 7.704288E+0
2.262628E-8 -6.961408E-3 7.255373E-4 -3.818932E-2 7.704288E+0
2.267628E-8 -7.055467E-3 7.255373E-4 -3.581384E-2 7.704288E+0
2.272628E-8 -6.720426E-3 6.913578E-4 -3.450936E-2 7.704288E+0
2.277628E-8 -6.574188E-3 6.083499E-4 -3.827173E-2 7.704288E+0
2.282628E-8 -6.730724E-3 5.167972E-4 -3.912306E-2 7.704288E+0
2.287628E-8 -6.667560E-3 4.512861E-4 -3.722814E-2 7.704288E+0
2.292628E-8 -6.406668E-3 4.134444E-4 -3.773621E-2 7.704288E+0
2.297628E-8 -6.355176E-3 4.077477E-4 -4.029021E-2 7.704288E+0
2.302628E-8 -6.266609E-3 4.492516E-4 -4.387406E-2 7.704288E+0
2.307628E-8 -6.181476E-3 5.351077E-4 -4.178691E-2 7.704288E+0
2.312628E-8 -6.278967E-3 6.404950E-4 -3.888962E-2 7.704288E+0
2.317628E-8 -6.390877E-3 7.446618E-4 -4.380539E-2 7.704288E+0
2.322628E-8 -6.704635E-3 8.276696E-4 -4.626328E-2 7.704288E+0
2.327628E-8 -6.796634E-3 8.606284E-4 -4.114154E-2 7.704288E+0
2.332627E-8 -6.323594E-3 8.276696E-4 -3.769502E-2 7.704288E+0
2.337628E-8 -6.285833E-3 7.532067E-4 -3.606099E-2 7.704288E+0
2.342628E-8 -6.875588E-3 6.815922E-4 -3.450936E-2 7.704288E+0
2.347628E-8 -7.112451E-3 6.311364E-4 -3.634936E-2 7.704288E+0
2.352628E-8 -6.754753E-3 5.949221E-4 -3.640428E-2 7.704288E+0
2.357628E-8 -6.537114E-3 5.725427E-4 -3.603354E-2 7.704288E+0
2.362628E-8 -6.848126E-3 5.705082E-4 -3.888962E-2 7.704288E+0
2.367628E-8 -7.071258E-3 5.741701E-4 -3.853261E-2 7.704288E+0
2.372627E-8 -6.782902E-3 5.595218E-4 -3.721443E-2 7.704288E+0
2.377628E-8 -6.556338E-3 5.375491E-4 -3.956246E-2 7.704288E+0
2.382628E-8 -6.862544E-3 5.517907E-4 -4.148483E-2 7.704288E+0
2.387628E-8 -7.186600E-3 6.197430E-4 -3.917798E-2 7.704288E+0
2.392628E-8 -7.181793E-3 7.145510E-4 -3.575891E-2 7.704288E+0
2.397628E-8 -7.223674E-3 8.089521E-4 -3.655532E-2 7.704288E+0
2.402628E-8 -7.320479E-3 8.988772E-4 -3.895828E-2 7.704288E+0
2.407628E-8 -7.298509E-3 9.692712E-4 -3.890336E-2 7.704288E+0
2.412627E-8 -7.108332E-3 9.953128E-4 -3.813440E-2 7.704288E+0
2.417628E-8 -6.753380E-3 9.835127E-4 -3.769502E-2 7.704288E+0
2.422628E-8 -6.459532E-3 9.831057E-4 -3.585503E-2 7.704288E+0
2.427628E-8 -6.347624E-3 1.040886E-3 -3.409743E-2 7.704288E+0
2.432628E-8 -6.189028E-3 1.167025E-3 -3.784606E-2 7.704288E+0
2.437628E-8 -6.040044E-3 1.340365E-3 -4.336599E-2 7.704288E+0
2.442628E-8 -6.332519E-3 1.528760E-3 -4.219884E-2 7.704288E+0
2.447628E-8 -6.567323E-3 1.708610E-3 -4.008424E-2 7.704288E+0
2.452628E-8 -6.265236E-3 1.895378E-3 -4.224002E-2 7.704288E+0
2.457628E-8 -6.025626E-3 2.157015E-3 -4.272062E-2 7.704288E+0
2.462628E-8 -6.101835E-3 2.573275E-3 -3.994691E-2 7.704288E+0
2.467628E-8 -6.554964E-3 3.179964E-3 -3.923291E-2 7.704288E+0
2.472628E-8 -7.214062E-3 3.976270E-3 -3.974095E-2 7.704288E+0
2.477628E-8 -7.507223E-3 4.971142E-3 -3.700843E-2 7.704288E+0
2.482628E-8 -7.657580E-3 6.188590E-3 -3.593743E-2 7.704288E+0
2.487628E-8 -7.715938E-3 7.613964E-3 -3.656906E-2 7.704288E+0
2.492628E-8 -7.410418E-3 9.193961E-3 -3.357565E-2 7.704288E+0
2.497628E-8 -7.287524E-3 1.089684E-2 -3.213388E-2 7.704288E+0
2.502628E-8 -7.384329E-3 1.270389E-2 -3.467414E-2 7.704288E+0
2.507628E-8 -7.428269E-3 1.448083E-2 -3.895828E-2 7.704288E+0
2.512628E-8 -7.731728E-3 1.591393E-2 -4.217139E-2 7.704288E+0
2.517628E-8 -8.182111E-3 1.652917E-2 -4.325613E-2 7.704288E+0
2.522628E-8 -8.346886E-3 1.652917E-2 -4.585135E-2 7.704288E+0
2.527628E-8 -8.089426E-3 1.652917E-2 -4.232243E-2 7.704288E+0
2.532628E-8 -7.783907E-3 1.652917E-2 -3.363058E-2 7.704288E+0
2.537628E-8 -8.168381E-3 1.642540E-2 -3.481147E-2 7.704288E+0
2.542628E-8 -8.800702E-3 1.652917E-2 -3.612965E-2 7.704288E+0
2.547628E-8 -8.728613E-3 1.652917E-2 -3.096673E-2 7.704288E+0
2.552628E-8 -8.403870E-3 1.652917E-2 -3.334221E-2 7.704288E+0
2.557628E-8 -8.238410E-3 1.652917E-2 -3.919172E-2 7.704288E+0
2.562628E-8 -8.020770E-3 1.652917E-2 -4.001558E-2 7.704288E+0
2.567628E-8 -7.849130E-3 1.652917E-2 -4.094931E-2 7.704288E+0
2.572628E-8 -7.875906E-3 1.652917E-2 -4.211646E-2 7.704288E+0
2.577628E-8 -8.322856E-3 1.652917E-2 -4.152602E-2 7.704288E+0
2.582628E-8 -8.526765E-3 1.652917E-2 -4.030395E-2 7.704288E+0
2.587628E-8 -7.854623E-3 1.652917E-2 -3.850514E-2 7.704288E+0
2.592628E-8 -7.507223E-3 1.652917E-2 -3.850514E-2 7.704288E+0
2.597628E-8 -8.093545E-3 1.652917E-2 -3.865620E-2 7.704288E+0
2.602628E-8 -8.617391E-3 1.652917E-2 -3.700843E-2 7.704288E+0
2.607628E-8 -8.470466E-3 1.652917E-2 -3.781858E-2 7.704288E+0
2.612628E-8 -7.923279E-3 1.652917E-2 -3.873858E-2 7.704288E+0
2.617628E-8 -7.871786E-3 1.652917E-2 -3.861499E-2 7.704288E+0
2.622628E-8 -8.521959E-3 1.652917E-2 -3.961739E-2 7.704288E+0
2.627628E-8 -8.767061E-3 1.652917E-2 -3.998813E-2 7.704288E+0
2.632628E-8 -8.410736E-3 1.652917E-2 -4.159465E-2 7.704288E+0
2.637628E-8 -7.987129E-3 1.652917E-2 -4.195169E-2 7.704288E+0
2.642628E-8 -7.295763E-3 1.626305E-2 -3.785977E-2 7.704288E+0
2.647628E-8 -6.631172E-3 1.555097E-2 -3.468788E-2 7.704288E+0
2.652628E-8 -6.447861E-3 1.421797E-2 -3.615710E-2 7.704288E+0
2.657628E-8 -6.397742E-3 1.247928E-2 -4.141617E-2 7.704288E+0
2.662628E-8 -6.263863E-3 1.071089E-2 -4.454687E-2 7.704288E+0
2.667628E-8 -6.075059E-3 9.095084E-3 -4.132006E-2 7.704288E+0
2.672628E-8 -5.853300E-3 7.533398E-3 -3.744784E-2 7.704288E+0
2.677628E-8 -5.891061E-3 5.850862E-3 -3.747532E-2 7.704288E+0
2.682628E-8 -6.108700E-3 3.999463E-3 -3.877977E-2 7.704288E+0
2.687628E-8 -5.996104E-3 2.090283E-3 -3.787351E-2 7.704288E+0
2.692628E-8 -5.522378E-3 2.779462E-4 -3.534698E-2 7.704288E+0
2.697628E-8 -5.488737E-3 -1.349658E-3 -3.585503E-2 7.704288E+0
2.702628E-8 -6.122432E-3 -2.791308E-3 -3.901321E-2 7.704288E+0
2.707628E-8 -6.015329E-3 -4.076708E-3 -3.884843E-2 7.704288E+0
2.712628E-8 -5.134472E-3 -5.220507E-3 -3.787351E-2 7.704288E+0
2.717628E-8 -5.148203E-3 -6.214973E-3 -4.121020E-2 7.704288E+0
2.722628E-8 -5.762674E-3 -7.041796E-3 -4.303643E-2 7.704288E+0
2.727627E-8 -5.713242E-3 -7.675340E-3 -4.018036E-2 7.704288E+0
2.732628E-8 -5.225098E-3 -8.104214E-3 -3.901321E-2 7.704288E+0
2.737628E-8 -5.326709E-3 -8.352017E-3 -3.886217E-2 7.704288E+0
2.742628E-8 -5.944612E-3 -8.444384E-3 -3.542936E-2 7.704288E+0
2.747628E-8 -5.994045E-3 -8.384162E-3 -3.297147E-2 7.704288E+0
2.752627E-8 -5.536109E-3 -8.172981E-3 -3.455058E-2 7.704288E+0
2.757628E-8 -5.301306E-3 -7.842170E-3 -3.846395E-2 7.704288E+0
2.762627E-8 -5.298560E-3 -7.418993E-3 -3.967232E-2 7.704288E+0
2.767628E-8 -5.447543E-3 -6.885545E-3 -3.652784E-2 7.704288E+0
2.772628E-8 -5.820345E-3 -6.193000E-3 -3.714576E-2 7.704288E+0
2.777628E-8 -6.229535E-3 -5.319384E-3 -4.149854E-2 7.704288E+0
2.782628E-8 -6.227476E-3 -4.282600E-3 -4.273435E-2 7.704288E+0
2.787629E-8 -6.026314E-3 -3.143277E-3 -4.241854E-2 7.704288E+0
2.792628E-8 -6.204819E-3 -1.979134E-3 -4.263824E-2 7.704288E+0
2.797627E-8 -6.384011E-3 -8.328934E-4 -4.380539E-2 7.704288E+0
2.802628E-8 -6.362728E-3 3.194502E-4 -4.421732E-2 7.704288E+0
2.807627E-8 -6.597531E-3 1.518994E-3 -4.170451E-2 7.704288E+0
2.812628E-8 -6.592039E-3 2.761263E-3 -4.040006E-2 7.704288E+0
2.817628E-8 -6.046910E-3 3.986035E-3 -3.949380E-2 7.704288E+0
2.822628E-8 -6.059955E-3 5.120882E-3 -3.641802E-2 7.704288E+0
2.827628E-8 -6.814484E-3 6.118603E-3 -3.735173E-2 7.704288E+0
2.832627E-8 -7.239465E-3 6.960074E-3 -4.009798E-2 7.704288E+0
2.837628E-8 -7.310867E-3 7.636751E-3 -3.845021E-2 7.704288E+0
2.842627E-8 -7.483194E-3 8.147411E-3 -3.709084E-2 7.704288E+0
2.847628E-8 -7.463283E-3 8.520947E-3 -3.740665E-2 7.704288E+0
2.852628E-8 -7.236718E-3 8.820833E-3 -3.748903E-2 7.704288E+0
2.857628E-8 -7.446120E-3 9.095491E-3 -3.861499E-2 7.704288E+0
2.862628E-8 -7.992622E-3 9.329053E-3 -3.678876E-2 7.704288E+0
2.867629E-8 -7.779787E-3 9.464550E-3 -3.419355E-2 7.704288E+0
2.872628E-8 -7.077437E-3 9.487337E-3 -3.724188E-2 7.704288E+0
2.877627E-8 -7.134421E-3 9.436881E-3 -3.890336E-2 7.704288E+0
2.882628E-8 -7.527820E-3 9.347769E-3 -3.759888E-2 7.704288E+0
2.887627E-8 -7.610894E-3 9.209830E-3 -3.883469E-2 7.704288E+0
2.892628E-8 -7.754385E-3 8.994579E-3 -3.912306E-2 7.704288E+0
2.897628E-8 -8.151216E-3 8.683300E-3 -3.876606E-2 7.704288E+0
2.902628E-8 -8.324229E-3 8.279247E-3 -3.880724E-2 7.704288E+0
2.907628E-8 -7.877965E-3 7.821077E-3 -3.792843E-2 7.704288E+0
2.912627E-8 -7.565580E-3 7.358430E-3 -3.865620E-2 7.704288E+0
2.917628E-8 -7.923279E-3 6.910839E-3 -4.104543E-2 7.704288E+0
2.922627E-8 -8.388080E-3 6.454296E-3 -4.173198E-2 7.704288E+0
2.927628E-8 -8.359244E-3 5.948111E-3 -4.020780E-2 7.704288E+0
2.932628E-8 -7.820981E-3 5.365022E-3 -3.812069E-2 7.704288E+0
2.937628E-8 -7.621879E-3 4.716829E-3 -3.674755E-2 7.704288E+0
2.942628E-8 -7.952114E-3 4.059277E-3 -3.997439E-2 7.704288E+0
2.947629E-8 -8.123754E-3 3.460319E-3 -4.391524E-2 7.704288E+0
2.952628E-8 -8.101784E-3 2.946403E-3 -3.994691E-2 7.704288E+0
2.957627E-8 -8.199962E-3 2.488232E-3 -3.463295E-2 7.704288E+0
2.962628E-8 -8.441632E-3 2.027621E-3 -3.449565E-2 7.704288E+0
2.967627E-8 -8.362677E-3 1.525505E-3 -3.534698E-2 7.704288E+0
2.972628E-8 -8.060590E-3 9.835127E-4 -3.726935E-2 7.704288E+0
2.977628E-8 -8.329036E-3 4.354171E-4 -4.138869E-2 7.704288E+0
2.982628E-8 -8.784912E-3 -6.385054E-5 -4.524717E-2 7.704288E+0
2.987628E-8 -8.605720E-3 -4.788896E-4 -4.707342E-2 7.704288E+0
2.992627E-8 -8.107277E-3 -8.349279E-4 -4.541194E-2 7.704288E+0
2.997628E-8 -8.282349E-3 -1.187711E-3 -4.399762E-2 7.704288E+0
3.002627E-8 -8.971656E-3 -1.544563E-3 -4.445076E-2 7.704288E+0
3.007628E-8 -8.948312E-3 -1.857470E-3 -4.022154E-2 7.704288E+0
3.012628E-8 -8.421035E-3 -2.082080E-3 -3.556666E-2 7.704288E+0
3.017628E-8 -8.438199E-3 -2.220019E-3 -3.871113E-2 7.704288E+0
3.022628E-8 -8.771867E-3 -2.303027E-3 -3.980961E-2 7.704288E+0
3.027629E-8 -8.588555E-3 -2.340869E-3 -3.423473E-2 7.704288E+0
3.032628E-8 -8.041367E-3 -2.311572E-3 -3.415236E-2 7.704288E+0
3.037627E-8 -7.843638E-3 -2.191536E-3 -3.792843E-2 7.704288E+0
3.042628E-8 -7.768802E-3 -1.991747E-3 -3.536069E-2 7.704288E+0
3.047627E-8 -7.286837E-3 -1.751676E-3 -3.404251E-2 7.704288E+0
3.052628E-8 -6.659321E-3 -1.496142E-3 -3.747532E-2 7.704288E+0
3.057628E-8 -6.526129E-3 -1.204394E-3 -4.037258E-2 7.704288E+0
3.062628E-8 -6.971020E-3 -8.609695E-4 -4.456061E-2 7.704288E+0
3.067628E-8 -7.260062E-3 -5.102209E-4 -4.504120E-2 7.704288E+0
3.072627E-8 -6.984751E-3 -2.298662E-4 -4.245973E-2 7.704288E+0
3.077628E-8 -6.703261E-3 -4.025036E-5 -4.333854E-2 7.704288E+0
3.082627E-8 -6.727291E-3 1.241376E-4 -4.134750E-2 7.704288E+0
3.087628E-8 -6.527502E-3 3.397951E-4 -3.854635E-2 7.704288E+0
3.092628E-8 -6.077119E-3 6.111981E-4 -4.170451E-2 7.704288E+0
3.097628E-8 -6.024940E-3 8.834149E-4 -4.354450E-2 7.704288E+0
3.102628E-8 -6.066821E-3 1.116162E-3 -4.027647E-2 7.704288E+0
3.107629E-8 -5.643213E-3 1.319613E-3 -3.689861E-2 7.704288E+0
3.112628E-8 -5.174292E-3 1.533236E-3 -3.456429E-2 7.704288E+0
3.117627E-8 -5.041100E-3 1.792432E-3 -3.530577E-2 7.704288E+0
3.122628E-8 -4.985488E-3 2.107373E-3 -3.795591E-2 7.704288E+0
3.127627E-8 -4.461643E-3 2.462191E-3 -3.824425E-2 7.704288E+0
3.132628E-8 -3.385804E-3 2.813753E-3 -4.086691E-2 7.704288E+0
3.137628E-8 -2.917569E-3 3.111605E-3 -4.406628E-2 7.704288E+0
3.142628E-8 -3.896604E-3 3.330111E-3 -4.099050E-2 7.704288E+0
3.147628E-8 -4.831012E-3 3.472933E-3 -3.798336E-2 7.704288E+0
3.152627E-8 -4.276958E-3 3.551465E-3 -3.993320E-2 7.704288E+0
3.157628E-8 -3.668666E-3 3.567741E-3 -4.230869E-2 7.704288E+0
3.162627E-8 -4.219287E-3 3.516471E-3 -4.174572E-2 7.704288E+0
3.167628E-8 -4.568746E-3 3.400911E-3 -3.820306E-2 7.704288E+0
3.172628E-8 -4.209676E-3 3.247917E-3 -3.566280E-2 7.704288E+0
3.177628E-8 -4.331197E-3 3.092074E-3 -3.748903E-2 7.704288E+0
3.182628E-8 -4.931937E-3 2.928499E-3 -3.823054E-2 7.704288E+0
3.187629E-8 -5.251187E-3 2.712842E-3 -3.260073E-2 7.704288E+0
3.192628E-8 -5.236769E-3 2.432894E-3 -2.919540E-2 7.704288E+0
3.197627E-8 -5.172233E-3 2.143994E-3 -3.652784E-2 7.704288E+0
3.202628E-8 -5.420080E-3 1.918164E-3 -4.574150E-2 7.704288E+0
3.207627E-8 -5.807987E-3 1.784701E-3 -4.420361E-2 7.704288E+0
3.212628E-8 -5.654885E-3 1.729769E-3 -3.710458E-2 7.704288E+0
3.217628E-8 -5.323962E-3 1.724072E-3 -3.871113E-2 7.704288E+0
3.222628E-8 -5.736585E-3 1.742383E-3 -4.598865E-2 7.704288E+0
3.227628E-8 -6.539173E-3 1.771273E-3 -4.677132E-2 7.704288E+0
3.232627E-8 -6.848812E-3 1.795687E-3 -4.218510E-2 7.704288E+0
3.237628E-8 -6.670993E-3 1.785515E-3 -4.048243E-2 7.704288E+0
3.242627E-8 -6.550845E-3 1.710645E-3 -4.018036E-2 7.704288E+0
3.247628E-8 -6.680605E-3 1.569450E-3 -3.604725E-2 7.704288E+0
3.252628E-8 -6.837141E-3 1.395703E-3 -3.152969E-2 7.704288E+0
3.257628E-8 -6.880394E-3 1.234571E-3 -3.133747E-2 7.704288E+0
3.262628E-8 -7.031437E-3 1.112093E-3 -3.350699E-2 7.704288E+0
3.267629E-8 -7.177674E-3 1.019727E-3 -3.549802E-2 7.704288E+0
3.272628E-8 -6.754067E-3 9.407881E-4 -3.926036E-2 7.704288E+0
3.277627E-8 -6.468458E-3 8.809736E-4 -4.309136E-2 7.704288E+0
3.282628E-8 -7.137854E-3 8.594077E-4 -4.151228E-2 7.704288E+0
3.287627E-8 -7.836086E-3 8.769045E-4 -3.831291E-2 7.704288E+0
3.292628E-8 -7.938383E-3 9.127120E-4 -3.961739E-2 7.704288E+0
3.297628E-8 -7.965845E-3 9.574709E-4 -4.185557E-2 7.704288E+0
3.302628E-8 -8.156022E-3 1.020134E-3 -3.965858E-2 7.704288E+0
3.307628E-8 -8.348259E-3 1.112093E-3 -3.571773E-2 7.704288E+0
3.312627E-8 -8.813747E-3 1.236605E-3 -3.500369E-2 7.704288E+0
3.317628E-8 -9.346518E-3 1.386752E-3 -3.622577E-2 7.704288E+0
3.322627E-8 -9.077386E-3 1.539339E-3 -3.736547E-2 7.704288E+0
3.327628E-8 -8.683987E-3 1.654899E-3 -3.801084E-2 7.704288E+0
3.332628E-8 -9.065715E-3 1.700065E-3 -3.691232E-2 7.704288E+0
3.337628E-8 -9.525023E-3 1.667920E-3 -3.888962E-2 7.704288E+0
3.342628E-8 -9.818871E-3 1.574740E-3 -4.317376E-2 7.704288E+0
3.347629E-8 -1.000081E-2 1.449414E-3 -4.219884E-2 7.704288E+0
3.352628E-8 -9.566217E-3 1.324903E-3 -4.255584E-2 7.704288E+0
3.357627E-8 -9.141236E-3 1.228467E-3 -4.498628E-2 7.704288E+0
3.362628E-8 -9.438517E-3 1.166618E-3 -4.195169E-2 7.704288E+0
3.367627E-8 -9.432337E-3 1.121045E-3 -3.836784E-2 7.704288E+0
3.372628E-8 -8.813060E-3 1.061231E-3 -3.725561E-2 7.704288E+0
3.377628E-8 -8.952432E-3 9.774091E-4 -3.926036E-2 7.704288E+0
3.382628E-8 -9.725498E-3 9.066083E-4 -4.243228E-2 7.704288E+0
3.387628E-8 -9.835348E-3 8.911460E-4 -4.038632E-2 7.704288E+0
3.392627E-8 -9.267563E-3 9.228843E-4 -3.659651E-2 7.704288E+0
3.397628E-8 -8.792464E-3 9.635745E-4 -3.626695E-2 7.704288E+0
3.402627E-8 -9.084252E-3 9.981610E-4 -3.577265E-2 7.704288E+0
3.407628E-8 -9.628007E-3 1.034375E-3 -3.505862E-2 7.704288E+0
3.412628E-8 -9.306010E-3 1.067741E-3 -3.993320E-2 7.704288E+0
3.417628E-8 -8.751957E-3 1.086459E-3 -4.487643E-2 7.704288E+0
3.422628E-8 -8.733420E-3 1.085645E-3 -4.351702E-2 7.704288E+0
3.427629E-8 -8.443691E-3 1.062451E-3 -4.262450E-2 7.704288E+0
3.432628E-8 -7.753012E-3 1.014844E-3 -4.395643E-2 7.704288E+0
3.437627E-8 -7.706326E-3 9.607261E-4 -4.429972E-2 7.704288E+0
3.442628E-8 -8.020770E-3 9.306155E-4 -4.171824E-2 7.704288E+0
3.447627E-8 -7.667191E-3 9.249188E-4 -3.764009E-2 7.704288E+0
3.452628E-8 -7.166003E-3 9.078290E-4 -3.877977E-2 7.704288E+0
3.457628E-8 -7.163943E-3 8.618492E-4 -4.013917E-2 7.704288E+0
3.462628E-8 -7.174928E-3 8.174970E-4 -3.601980E-2 7.704288E+0
3.467628E-8 -6.734157E-3 8.044762E-4 -3.417981E-2 7.704288E+0
3.472627E-8 -6.086044E-3 8.240074E-4 -3.790098E-2 7.704288E+0
3.477628E-8 -5.989926E-3 8.748700E-4 -4.086691E-2 7.704288E+0
3.482627E-8 -6.370966E-3 9.668297E-4 -4.067469E-2 7.704288E+0
3.487628E-8 -6.276221E-3 1.084424E-3 -4.042751E-2 7.704288E+0
3.492628E-8 -5.440678E-3 1.173128E-3 -3.923291E-2 7.704288E+0
3.497628E-8 -4.634656E-3 1.195101E-3 -4.092184E-2 7.704288E+0
3.502628E-8 -4.802863E-3 1.169873E-3 -4.486269E-2 7.704288E+0
3.507629E-8 -5.139277E-3 1.136914E-3 -4.317376E-2 7.704288E+0
3.512628E-8 -4.169169E-3 1.106397E-3 -4.240480E-2 7.704288E+0
3.517627E-8 -3.372072E-3 1.060824E-3 -4.331106E-2 7.704288E+0
3.522628E-8 -4.204869E-3 9.855472E-4 -3.942513E-2 7.704288E+0
3.527628E-8 -4.667611E-3 8.801597E-4 -3.641802E-2 7.704288E+0
3.532628E-8 -3.720159E-3 7.637860E-4 -3.703591E-2 7.704288E+0
3.537628E-8 -3.165418E-3 6.819989E-4 -3.724188E-2 7.704288E+0
3.542628E-8 -3.598637E-3 6.803714E-4 -3.279296E-2 7.704288E+0
3.547628E-8 -3.913081E-3 7.584963E-4 -2.981329E-2 7.704288E+0
3.552627E-8 -3.916514E-3 8.691733E-4 -3.647292E-2 7.704288E+0
3.557628E-8 -3.693382E-3 9.652020E-4 -4.248720E-2 7.704288E+0
3.562627E-8 -3.233388E-3 1.041292E-3 -4.254213E-2 7.704288E+0
3.567628E-8 -3.282133E-3 1.119418E-3 -4.265198E-2 7.704288E+0
3.572628E-8 -3.646696E-3 1.213412E-3 -4.151228E-2 7.704288E+0
3.577628E-8 -3.615801E-3 1.305778E-3 -4.049617E-2 7.704288E+0
3.582628E-8 -3.751053E-3 1.355420E-3 -4.129258E-2 7.704288E+0
3.587629E-8 -3.990663E-3 1.335075E-3 -4.038632E-2 7.704288E+0
3.592628E-8 -3.564309E-3 1.266716E-3 -3.932902E-2 7.704288E+0
3.597627E-8 -3.061060E-3 1.214632E-3 -3.915051E-2 7.704288E+0
3.602628E-8 -3.133150E-3 1.226839E-3 -3.777739E-2 7.704288E+0
3.607628E-8 -3.321953E-3 1.291130E-3 -3.684369E-2 7.704288E+0
3.612628E-8 -3.273208E-3 1.361931E-3 -3.814813E-2 7.704288E+0
3.617628E-8 -3.616488E-3 1.402214E-3 -4.018036E-2 7.704288E+0
3.622628E-8 -4.575612E-3 1.400179E-3 -4.009798E-2 7.704288E+0
3.627628E-8 -5.050711E-3 1.374544E-3 -3.790098E-2 7.704288E+0
3.632627E-8 -4.877012E-3 1.357862E-3 -3.650039E-2 7.704288E+0
3.637628E-8 -5.366529E-3 1.364779E-3 -3.647292E-2 7.704288E+0
3.642627E-8 -6.399802E-3 1.372917E-3 -3.661025E-2 7.704288E+0
3.647628E-8 -6.585860E-3 1.339144E-3 -3.890336E-2 7.704288E+0
3.652628E-8 -6.400488E-3 1.237826E-3 -4.277554E-2 7.704288E+0
3.657628E-8 -6.767112E-3 1.086052E-3 -4.320121E-2 7.704288E+0
3.662628E-8 -7.082929E-3 9.310225E-4 -3.851888E-2 7.704288E+0
3.667627E-8 -7.179734E-3 8.126141E-4 -3.224373E-2 7.704288E+0
3.672628E-8 -7.334210E-3 7.377444E-4 -3.195536E-2 7.704288E+0
3.677627E-8 -7.588924E-3 6.978682E-4 -3.379536E-2 7.704288E+0
3.682628E-8 -8.234977E-3 6.799644E-4 -3.092551E-2 7.704288E+0
3.687628E-8 -8.813060E-3 6.779300E-4 -3.449565E-2 7.669136E+0
3.692628E-8 -8.489004E-3 7.019371E-4 -4.159465E-2 7.704288E+0
3.697628E-8 -8.081874E-3 7.641930E-4 -3.974095E-2 7.704288E+0
3.702628E-8 -8.631122E-3 8.553388E-4 -3.753024E-2 7.704288E+0
3.707628E-8 -9.046490E-3 9.529951E-4 -3.901321E-2 7.704288E+0
3.712627E-8 -8.550795E-3 1.057975E-3 -4.040006E-2 7.704288E+0
3.717628E-8 -8.407990E-3 1.203646E-3 -4.342091E-2 7.704288E+0
3.722627E-8 -8.722435E-3 1.403841E-3 -4.429972E-2 7.704288E+0
3.727628E-8 -8.723808E-3 1.612988E-3 -4.005677E-2 7.704288E+0
3.732628E-8 -8.712823E-3 1.756625E-3 -3.856006E-2 7.704288E+0
3.737628E-8 -8.694286E-3 1.812370E-3 -4.307765E-2 7.704288E+0
3.742628E-8 -8.726554E-3 1.825391E-3 -4.574150E-2 7.704288E+0
3.747627E-8 -8.935954E-3 1.843294E-3 -4.412121E-2 7.704288E+0
3.752628E-8 -8.999805E-3 1.859977E-3 -4.233617E-2 7.666252E+0
3.757627E-8 -8.981954E-3 1.847770E-3 -4.185557E-2 7.704288E+0
3.762628E-8 -9.034819E-3 1.804639E-3 -3.939769E-2 7.704288E+0
3.767628E-8 -8.959297E-3 1.748893E-3 -3.632188E-2 7.704288E+0
3.772628E-8 -8.616704E-3 1.688672E-3 -3.920543E-2 7.704288E+0
3.777628E-8 -8.687420E-3 1.611361E-3 -4.123765E-2 7.704288E+0
3.782628E-8 -9.182430E-3 1.506787E-3 -3.464669E-2 7.704288E+0
3.787628E-8 -9.073267E-3 1.387972E-3 -2.894825E-2 7.704288E+0
3.792627E-8 -8.577570E-3 1.284212E-3 -3.078821E-2 7.704288E+0
3.797628E-8 -8.525392E-3 1.207715E-3 -3.396013E-2 7.704288E+0
3.802627E-8 -8.846702E-3 1.142204E-3 -3.475654E-2 7.704288E+0
3.807628E-8 -9.089744E-3 1.068962E-3 -3.442699E-2 7.704288E+0
3.812628E-8 -9.088371E-3 9.920576E-4 -3.412491E-2 7.704288E+0
3.817628E-8 -8.884463E-3 9.350914E-4 -3.595114E-2 7.704288E+0
3.822628E-8 -8.565899E-3 9.163739E-4 -3.742039E-2 7.704288E+0
