LECROY;WAVERUNNER8404M;LCRY4256N21099;8.4.1;TCPIP0::192.168.41.155
TriggerTime,2022-05-11--14-33-39.757
RelativeTime Ch.#1 Ch.#2 Ch.#3 Ch.#4
[s] [V] [V] [V] [V]
3.727263E-7 -6.300251E-3 1.949903E-3 -3.461921E-2 5.818307E+0
3.727763E-7 -6.285147E-3 1.885612E-3 -3.687114E-2 5.832314E+0
3.728263E-7 -6.547412E-3 1.855908E-3 -4.125139E-2 5.794415E+0
3.728763E-7 -6.616068E-3 1.857536E-3 -4.005677E-2 5.775466E+0
3.729263E-7 -6.246013E-3 1.857536E-3 -3.588250E-2 5.815149E+0
3.729763E-7 -6.006403E-3 1.829867E-3 -3.757143E-2 5.835197E+0
3.730263E-7 -6.465712E-3 1.781039E-3 -3.957617E-2 5.792218E+0
3.730763E-7 -7.003975E-3 1.739535E-3 -3.817561E-2 5.774093E+0
3.731263E-7 -6.837827E-3 1.732210E-3 -3.755769E-2 5.812266E+0
3.731763E-7 -6.491114E-3 1.767204E-3 -3.865620E-2 5.845495E+0
3.732263E-7 -6.519264E-3 1.837191E-3 -4.147109E-2 5.846594E+0
3.732763E-7 -6.508965E-3 1.925895E-3 -4.171824E-2 5.823525E+0
3.733263E-7 -6.243953E-3 2.025586E-3 -4.008424E-2 5.815287E+0
3.733763E-7 -6.220610E-3 2.133415E-3 -4.266569E-2 5.820916E+0
3.734263E-7 -6.744455E-3 2.228223E-3 -4.423106E-2 5.796475E+0
3.734763E-7 -7.163943E-3 2.272982E-3 -4.004306E-2 5.781233E+0
3.735263E-7 -7.047228E-3 2.256299E-3 -3.707710E-2 5.821054E+0
3.735763E-7 -6.834394E-3 2.216016E-3 -3.964484E-2 5.859638E+0
3.736263E-7 -6.612635E-3 2.195264E-3 -4.221258E-2 5.842612E+0
3.736763E-7 -6.349683E-3 2.195671E-3 -4.012543E-2 5.809932E+0
3.737263E-7 -6.287892E-3 2.185905E-3 -3.849143E-2 5.818994E+0
3.737763E-7 -6.504846E-3 2.150505E-3 -4.184183E-2 5.846594E+0
3.738263E-7 -6.929826E-3 2.100863E-3 -4.288539E-2 5.821603E+0
3.738763E-7 -7.012900E-3 2.048373E-3 -3.839529E-2 5.792218E+0
3.739263E-7 -6.362728E-3 1.992627E-3 -3.573143E-2 5.850987E+0
3.739763E-7 -6.059955E-3 1.936068E-3 -3.748903E-2 5.892181E+0
3.740263E-7 -6.752694E-3 1.895785E-3 -3.978214E-2 5.840690E+0
3.740763E-7 -7.032123E-3 1.888460E-3 -3.893080E-2 5.803890E+0
3.741263E-7 -6.276221E-3 1.916537E-3 -3.762636E-2 5.830666E+0
3.741763E-7 -6.058581E-3 1.970247E-3 -3.888962E-2 5.852086E+0
3.742263E-7 -6.814484E-3 2.038200E-3 -3.923291E-2 5.812129E+0
3.742763E-7 -6.963467E-3 2.117139E-3 -3.626695E-2 5.786863E+0
3.743263E-7 -6.355862E-3 2.202588E-3 -3.530577E-2 5.834236E+0
3.743763E-7 -6.113506E-3 2.286816E-3 -3.980961E-2 5.857029E+0
3.744263E-7 -6.265236E-3 2.365755E-3 -4.083946E-2 5.825448E+0
3.744763E-7 -6.616068E-3 2.438591E-3 -3.685740E-2 5.810481E+0
3.745263E-7 -6.883827E-3 2.492302E-3 -3.434458E-2 5.815149E+0
3.745763E-7 -6.570756E-3 2.510205E-3 -3.438580E-2 5.802105E+0
3.746263E-7 -6.273475E-3 2.500440E-3 -3.875232E-2 5.772445E+0
3.746763E-7 -6.353802E-3 2.488232E-3 -4.181436E-2 5.763246E+0
3.747263E-7 -6.184222E-3 2.483350E-3 -4.169080E-2 5.791532E+0
3.747763E-7 -6.063388E-3 2.479688E-3 -4.491761E-2 5.826546E+0
3.748263E-7 -6.447175E-3 2.487419E-3 -4.410747E-2 5.836707E+0
3.748763E-7 -6.773978E-3 2.522005E-3 -3.869739E-2 5.822701E+0
3.749263E-7 -6.735530E-3 2.560254E-3 -3.949380E-2 5.804027E+0
3.749763E-7 -6.782902E-3 2.554557E-3 -4.138869E-2 5.805263E+0
3.750263E-7 -7.093227E-3 2.493929E-3 -3.817561E-2 5.827645E+0
3.750763E-7 -7.258002E-3 2.415397E-3 -3.445444E-2 5.845221E+0
3.751263E-7 -7.168063E-3 2.358431E-3 -3.603354E-2 5.844259E+0
3.751763E-7 -7.036930E-3 2.336458E-3 -4.229495E-2 5.822015E+0
3.752263E-7 -6.841260E-3 2.344190E-3 -4.369554E-2 5.808009E+0
3.752763E-7 -6.585173E-3 2.364535E-3 -3.993320E-2 5.814737E+0
3.753263E-7 -6.430697E-3 2.366162E-3 -3.898573E-2 5.806224E+0
3.753763E-7 -6.547412E-3 2.328320E-3 -3.986454E-2 5.798809E+0
3.754263E-7 -6.850185E-3 2.269727E-3 -3.899947E-2 5.792356E+0
3.754763E-7 -6.658635E-3 2.235547E-3 -3.715950E-2 5.779449E+0
3.755263E-7 -6.108014E-3 2.248161E-3 -3.816187E-2 5.800594E+0
3.755763E-7 -6.403235E-3 2.283968E-3 -4.123765E-2 5.821603E+0
3.756263E-7 -6.915408E-3 2.306755E-3 -3.956246E-2 5.811030E+0
3.756763E-7 -6.667560E-3 2.305534E-3 -3.639054E-2 5.800457E+0
3.757263E-7 -6.486995E-3 2.286003E-3 -3.755769E-2 5.799770E+0
3.757763E-7 -6.725918E-3 2.249382E-3 -3.851888E-2 5.805675E+0
3.758263E-7 -7.171495E-3 2.202181E-3 -3.823054E-2 5.802105E+0
3.758763E-7 -7.242211E-3 2.168001E-3 -3.869739E-2 5.798946E+0
3.759263E-7 -6.535741E-3 2.170036E-3 -3.893080E-2 5.817072E+0
3.759763E-7 -6.037299E-3 2.198112E-3 -3.823054E-2 5.816660E+0
3.760263E-7 -6.140282E-3 2.211947E-3 -3.571773E-2 5.787549E+0
3.760763E-7 -6.487682E-3 2.184277E-3 -3.514099E-2 5.786863E+0
3.761263E-7 -6.818604E-3 2.130973E-3 -3.854635E-2 5.814737E+0
3.761763E-7 -6.973766E-3 2.091504E-3 -4.105917E-2 5.798946E+0
3.762263E-7 -7.121377E-3 2.088249E-3 -3.906813E-2 5.762422E+0
3.762763E-7 -6.843320E-3 2.107373E-3 -3.580010E-2 5.781782E+0
3.763263E-7 -6.181476E-3 2.118766E-3 -3.666517E-2 5.807048E+0
3.763763E-7 -6.133417E-3 2.107373E-3 -3.880724E-2 5.800869E+0
3.764263E-7 -6.615382E-3 2.089876E-3 -3.843650E-2 5.804851E+0
3.764763E-7 -6.815857E-3 2.092725E-3 -3.895828E-2 5.799633E+0
3.765263E-7 -6.739649E-3 2.122835E-3 -4.160839E-2 5.797573E+0
3.765763E-7 -6.830961E-3 2.161491E-3 -4.167706E-2 5.813913E+0
3.766263E-7 -6.955915E-3 2.182650E-3 -3.924662E-2 5.799633E+0
3.766763E-7 -6.787022E-3 2.175733E-3 -3.868365E-2 5.804576E+0
3.767263E-7 -6.668934E-3 2.149691E-3 -3.861499E-2 5.850439E+0
3.767763E-7 -6.938752E-3 2.115918E-3 -3.862873E-2 5.852498E+0
3.768263E-7 -7.014273E-3 2.079297E-3 -4.040006E-2 5.818445E+0
3.768763E-7 -6.640784E-3 2.036572E-3 -4.053736E-2 5.801281E+0
3.769263E-7 -6.423145E-3 1.981234E-3 -3.908187E-2 5.795788E+0
3.769763E-7 -6.453354E-3 1.921419E-3 -3.882095E-2 5.800457E+0
3.770263E-7 -6.579680E-3 1.883171E-3 -3.747532E-2 5.807185E+0
3.770763E-7 -6.641471E-3 1.883171E-3 -3.818932E-2 5.797985E+0
3.771263E-7 -6.271415E-3 1.912061E-3 -4.228124E-2 5.806911E+0
3.771763E-7 -6.124492E-3 1.959261E-3 -4.427224E-2 5.821328E+0
3.772263E-7 -6.561143E-3 2.027621E-3 -4.331106E-2 5.788511E+0
3.772763E-7 -6.608516E-3 2.116732E-3 -3.946632E-2 5.779723E+0
3.773263E-7 -6.443742E-3 2.210319E-3 -3.891709E-2 5.842200E+0
3.773763E-7 -6.900990E-3 2.283561E-3 -4.379165E-2 5.857304E+0
3.774263E-7 -7.544984E-3 2.319776E-3 -4.332480E-2 5.800457E+0
3.774763E-7 -7.517521E-3 2.318962E-3 -3.746158E-2 5.788236E+0
3.775263E-7 -6.703261E-3 2.301058E-3 -3.519592E-2 5.821191E+0
3.775763E-7 -6.221296E-3 2.294141E-3 -3.687114E-2 5.832176E+0
3.776263E-7 -6.787708E-3 2.306348E-3 -3.873858E-2 5.828468E+0
3.776763E-7 -7.266928E-3 2.317334E-3 -3.931528E-2 5.818445E+0
3.777263E-7 -6.810364E-3 2.305941E-3 -3.890336E-2 5.803203E+0
3.777763E-7 -6.357235E-3 2.275423E-3 -4.132006E-2 5.811030E+0
3.778263E-7 -6.793887E-3 2.241651E-3 -4.125139E-2 5.809932E+0
3.778763E-7 -7.349314E-3 2.208285E-3 -3.514099E-2 5.786726E+0
3.779263E-7 -7.126182E-3 2.176140E-3 -3.677502E-2 5.808833E+0
3.779763E-7 -6.703261E-3 2.167595E-3 -4.402509E-2 5.833824E+0
3.780263E-7 -6.655202E-3 2.200960E-3 -4.322869E-2 5.800045E+0
3.780763E-7 -6.609202E-3 2.244499E-3 -3.717321E-2 5.786314E+0
3.781263E-7 -6.682664E-3 2.237175E-3 -3.509980E-2 5.819818E+0
3.781763E-7 -7.183167E-3 2.163526E-3 -3.990573E-2 5.828056E+0
3.782263E-7 -7.359613E-3 2.079704E-3 -4.423106E-2 5.797710E+0
3.782763E-7 -6.864603E-3 2.052848E-3 -4.254213E-2 5.795651E+0
3.783263E-7 -6.495920E-3 2.106966E-3 -3.980961E-2 5.814463E+0
3.783763E-7 -6.670306E-3 2.222119E-3 -3.945261E-2 5.784254E+0
3.784263E-7 -7.018393E-3 2.357617E-3 -3.927410E-2 5.776839E+0
3.784763E-7 -7.292330E-3 2.459343E-3 -3.937021E-2 5.837806E+0
3.785263E-7 -7.191406E-3 2.487012E-3 -4.018036E-2 5.855107E+0
3.785763E-7 -6.745828E-3 2.454460E-3 -4.044124E-2 5.823388E+0
3.786263E-7 -6.696396E-3 2.416211E-3 -3.931528E-2 5.817209E+0
3.786763E-7 -6.692276E-3 2.399528E-3 -3.825799E-2 5.822015E+0
3.787263E-7 -6.316042E-3 2.385693E-3 -3.792843E-2 5.825997E+0
3.787763E-7 -6.455413E-3 2.364535E-3 -3.805202E-2 5.843573E+0
3.788263E-7 -7.049974E-3 2.349479E-3 -3.920543E-2 5.853459E+0
3.788763E-7 -7.225733E-3 2.340934E-3 -3.669262E-2 5.839866E+0
3.789263E-7 -6.760933E-3 2.318962E-3 -3.277925E-2 5.821328E+0
3.789763E-7 -6.260430E-3 2.270540E-3 -3.430340E-2 5.815561E+0
3.790263E-7 -6.626367E-3 2.211133E-3 -3.735173E-2 5.803615E+0
3.790763E-7 -7.137167E-3 2.174105E-3 -3.845021E-2 5.795788E+0
3.791263E-7 -6.571442E-3 2.174919E-3 -3.753024E-2 5.815699E+0
3.791763E-7 -6.028373E-3 2.185498E-3 -3.768128E-2 5.814051E+0
3.792263E-7 -6.561830E-3 2.160270E-3 -4.101795E-2 5.786726E+0
3.792763E-7 -6.935319E-3 2.092318E-3 -4.049617E-2 5.784117E+0
3.793263E-7 -6.419025E-3 2.031690E-3 -3.755769E-2 5.799770E+0
3.793763E-7 -6.276907E-3 2.035352E-3 -3.971350E-2 5.812403E+0
3.794263E-7 -7.019766E-3 2.104525E-3 -4.111406E-2 5.823251E+0
3.794763E-7 -7.429642E-3 2.184277E-3 -3.931528E-2 5.825860E+0
3.795263E-7 -6.990930E-3 2.229037E-3 -4.029021E-2 5.821054E+0
3.795763E-7 -6.561143E-3 2.242871E-3 -4.192421E-2 5.828194E+0
3.796263E-7 -6.651083E-3 2.254264E-3 -4.012543E-2 5.829704E+0
3.796763E-7 -6.757500E-3 2.268099E-3 -3.902695E-2 5.814325E+0
3.797263E-7 -6.594098E-3 2.273389E-3 -4.116899E-2 5.825173E+0
3.797763E-7 -6.719052E-3 2.266878E-3 -4.184183E-2 5.841376E+0
3.798263E-7 -7.057526E-3 2.259147E-3 -4.082572E-2 5.818994E+0
3.798763E-7 -7.012214E-3 2.261996E-3 -4.037258E-2 5.831215E+0
3.799263E-7 -6.904423E-3 2.276237E-3 -3.967232E-2 5.877764E+0
3.799763E-7 -7.077437E-3 2.282341E-3 -4.048243E-2 5.852910E+0
3.800263E-7 -7.197585E-3 2.251823E-3 -4.324242E-2 5.822701E+0
3.800763E-7 -7.025945E-3 2.180208E-3 -4.255584E-2 5.820642E+0
3.801263E-7 -6.488368E-3 2.105745E-3 -3.777739E-2 5.780959E+0
3.801763E-7 -6.209625E-3 2.086214E-3 -3.798336E-2 5.779586E+0
3.802263E-7 -6.817917E-3 2.144401E-3 -4.177317E-2 5.809657E+0
3.802763E-7 -7.369911E-3 2.237582E-3 -4.116899E-2 5.814325E+0
3.803263E-7 -7.143347E-3 2.299430E-3 -3.919172E-2 5.828468E+0
3.803763E-7 -6.807619E-3 2.301872E-3 -3.695351E-2 5.825173E+0
3.804263E-7 -6.708754E-3 2.270947E-3 -3.673384E-2 5.808009E+0
3.804763E-7 -6.725231E-3 2.246940E-3 -4.045498E-2 5.806636E+0
3.805263E-7 -6.737590E-3 2.245720E-3 -4.056484E-2 5.816660E+0
3.805763E-7 -6.730037E-3 2.262402E-3 -3.879350E-2 5.827233E+0
3.806263E-7 -6.916095E-3 2.283155E-3 -3.770873E-2 5.796612E+0
3.806763E-7 -6.956602E-3 2.286816E-3 -3.520966E-2 5.789335E+0
3.807263E-7 -6.616068E-3 2.255485E-3 -3.677502E-2 5.840003E+0
3.807763E-7 -6.688157E-3 2.201774E-3 -4.042751E-2 5.825311E+0
3.808263E-7 -7.396687E-3 2.167595E-3 -3.931528E-2 5.790021E+0
3.808763E-7 -7.639043E-3 2.171257E-3 -3.634936E-2 5.802791E+0
3.809263E-7 -7.079496E-3 2.182650E-3 -3.676128E-2 5.773269E+0
3.809763E-7 -6.826842E-3 2.171664E-3 -3.980961E-2 5.759950E+0
3.810263E-7 -7.175615E-3 2.146029E-3 -4.185557E-2 5.820092E+0
3.810763E-7 -7.282032E-3 2.128125E-3 -4.108661E-2 5.838492E+0
3.811263E-7 -6.743768E-3 2.128532E-3 -4.001558E-2 5.805812E+0
3.811763E-7 -6.508279E-3 2.152132E-3 -4.086691E-2 5.795514E+0
3.812263E-7 -7.303315E-3 2.200147E-3 -4.024902E-2 5.801968E+0
3.812763E-7 -7.664446E-3 2.255485E-3 -3.825799E-2 5.818582E+0
3.813263E-7 -6.774664E-3 2.288037E-3 -3.991947E-2 5.829018E+0
3.813763E-7 -6.276907E-3 2.286409E-3 -4.272062E-2 5.809932E+0
3.814263E-7 -6.605083E-3 2.266065E-3 -4.248720E-2 5.781645E+0
3.814763E-7 -6.688843E-3 2.249382E-3 -4.193795E-2 5.770798E+0
3.815263E-7 -6.952482E-3 2.240430E-3 -4.082572E-2 5.790845E+0
3.815763E-7 -7.422776E-3 2.224968E-3 -3.920543E-2 5.812815E+0
3.816263E-7 -7.030751E-3 2.194043E-3 -4.001558E-2 5.799496E+0
3.816763E-7 -6.666874E-3 2.152946E-3 -3.990573E-2 5.778899E+0
3.817263E-7 -7.133734E-3 2.107373E-3 -4.019409E-2 5.778075E+0
3.817763E-7 -7.420030E-3 2.062207E-3 -4.298151E-2 5.788785E+0
3.818263E-7 -7.393254E-3 2.022738E-3 -4.211646E-2 5.800869E+0
3.818763E-7 -7.343822E-3 1.985303E-3 -3.939769E-2 5.800732E+0
3.819263E-7 -6.909230E-3 1.947868E-3 -4.081199E-2 5.808146E+0
3.819763E-7 -6.716306E-3 1.931592E-3 -4.284421E-2 5.820916E+0
3.820263E-7 -7.220928E-3 1.953972E-3 -4.171824E-2 5.794415E+0
3.820763E-7 -7.148839E-3 1.996289E-3 -4.147109E-2 5.787138E+0
3.821263E-7 -6.275535E-3 2.030469E-3 -4.307765E-2 5.835197E+0
3.821763E-7 -6.109387E-3 2.058138E-3 -4.233617E-2 5.838080E+0
3.822263E-7 -6.827529E-3 2.106559E-3 -3.948006E-2 5.791669E+0
3.822763E-7 -7.241525E-3 2.186719E-3 -3.688487E-2 5.781919E+0
3.823263E-7 -6.784962E-3 2.277051E-3 -3.563532E-2 5.789884E+0
3.823763E-7 -6.157447E-3 2.344190E-3 -3.713202E-2 5.783979E+0
3.824263E-7 -6.389503E-3 2.366569E-3 -3.993320E-2 5.798534E+0
3.824763E-7 -7.073318E-3 2.344190E-3 -4.090810E-2 5.818994E+0
3.825263E-7 -7.036930E-3 2.301058E-3 -4.099050E-2 5.819269E+0
3.825763E-7 -6.778097E-3 2.275423E-3 -4.177317E-2 5.817209E+0
3.826263E-7 -6.987497E-3 2.288037E-3 -4.272062E-2 5.819681E+0
3.826763E-7 -6.736903E-3 2.316113E-3 -4.158095E-2 5.811305E+0
3.827263E-7 -5.999537E-3 2.312858E-3 -3.924662E-2 5.784941E+0
3.827763E-7 -5.897926E-3 2.257520E-3 -4.046872E-2 5.766266E+0
3.828263E-7 -6.422458E-3 2.180208E-3 -4.177317E-2 5.769836E+0
3.828763E-7 -6.705321E-3 2.133822E-3 -3.856006E-2 5.794415E+0
3.829263E-7 -6.457473E-3 2.143994E-3 -3.625324E-2 5.807185E+0
3.829763E-7 -6.416966E-3 2.193229E-3 -3.945261E-2 5.782194E+0
3.830263E-7 -6.665501E-3 2.249788E-3 -4.247347E-2 5.767502E+0
3.830763E-7 -6.520636E-3 2.297396E-3 -3.967232E-2 5.762971E+0
3.831263E-7 -6.398429E-3 2.334017E-3 -3.846395E-2 5.756792E+0
3.831763E-7 -6.618815E-3 2.358838E-3 -4.292661E-2 5.784941E+0
3.832263E-7 -6.506219E-3 2.366569E-3 -4.248720E-2 5.807323E+0
3.832763E-7 -6.110074E-3 2.351107E-3 -3.700843E-2 5.787275E+0
3.833263E-7 -6.131357E-3 2.311638E-3 -3.680247E-2 5.779311E+0
3.833763E-7 -6.579680E-3 2.268506E-3 -4.029021E-2 5.799770E+0
3.834263E-7 -6.947677E-3 2.251009E-3 -4.046872E-2 5.824761E+0
3.834763E-7 -6.783589E-3 2.257113E-3 -3.777739E-2 5.841788E+0
3.835263E-7 -6.246013E-3 2.253450E-3 -3.891709E-2 5.830528E+0
3.835763E-7 -6.362041E-3 2.221305E-3 -4.538447E-2 5.807734E+0
3.836263E-7 -6.933945E-3 2.170036E-3 -4.685372E-2 5.789335E+0
3.836763E-7 -6.666874E-3 2.102897E-3 -3.975469E-2 5.787687E+0
3.837263E-7 -6.011896E-3 2.018262E-3 -3.651413E-2 5.812129E+0
3.837763E-7 -6.177356E-3 1.944613E-3 -3.906813E-2 5.808558E+0
3.838263E-7 -6.900304E-3 1.920199E-3 -3.807947E-2 5.790158E+0
3.838763E-7 -7.014960E-3 1.946240E-3 -3.790098E-2 5.797985E+0
3.839263E-7 -6.559084E-3 1.989779E-3 -4.100424E-2 5.794553E+0
3.839763E-7 -6.595472E-3 2.026807E-3 -3.884843E-2 5.793042E+0
3.840263E-7 -6.799379E-3 2.045931E-3 -3.669262E-2 5.793180E+0
3.840763E-7 -6.578994E-3 2.029655E-3 -4.122391E-2 5.778213E+0
3.841263E-7 -6.405981E-3 1.972689E-3 -4.107288E-2 5.804164E+0
3.841763E-7 -6.444428E-3 1.907178E-3 -3.621203E-2 5.831352E+0
3.842263E-7 -6.562517E-3 1.879102E-3 -3.784606E-2 5.802654E+0
3.842763E-7 -6.460220E-3 1.895378E-3 -3.950754E-2 5.788785E+0
3.843263E-7 -5.983060E-3 1.928337E-3 -3.847769E-2 5.815973E+0
3.843763E-7 -5.935001E-3 1.960482E-3 -4.141617E-2 5.830666E+0
3.844263E-7 -6.724545E-3 2.000358E-3 -4.125139E-2 5.812952E+0
3.844763E-7 -7.449552E-3 2.053255E-3 -3.490758E-2 5.789472E+0
3.845263E-7 -7.106959E-3 2.105338E-3 -3.356192E-2 5.783979E+0
3.845763E-7 -6.363414E-3 2.141146E-3 -3.857380E-2 5.773544E+0
3.846263E-7 -6.434130E-3 2.157829E-3 -4.027647E-2 5.752672E+0
3.846763E-7 -6.997796E-3 2.168001E-3 -3.994691E-2 5.760774E+0
3.847263E-7 -7.276539E-3 2.186719E-3 -4.122391E-2 5.801556E+0
3.847763E-7 -7.117944E-3 2.217236E-3 -4.099050E-2 5.822839E+0
3.848263E-7 -6.883827E-3 2.240023E-3 -3.958991E-2 5.806499E+0
3.848763E-7 -6.798693E-3 2.226595E-3 -3.674755E-2 5.804164E+0
3.849263E-7 -6.578994E-3 2.164746E-3 -3.533325E-2 5.827645E+0
3.849763E-7 -6.338698E-3 2.082959E-3 -3.831291E-2 5.824899E+0
3.850263E-7 -6.425891E-3 2.030469E-3 -4.000184E-2 5.800869E+0
3.850763E-7 -6.462279E-3 2.030876E-3 -4.012543E-2 5.815424E+0
3.851263E-7 -6.311236E-3 2.064242E-3 -4.094931E-2 5.844534E+0
3.851763E-7 -6.723858E-3 2.101270E-3 -4.002932E-2 5.835060E+0
3.852263E-7 -7.350688E-3 2.129753E-3 -3.924662E-2 5.815561E+0
3.852763E-7 -7.199644E-3 2.149691E-3 -3.971350E-2 5.800732E+0
3.853263E-7 -6.835081E-3 2.169629E-3 -3.780487E-2 5.794003E+0
3.853763E-7 -6.776037E-3 2.209505E-3 -3.618458E-2 5.791532E+0
3.854263E-7 -6.633919E-3 2.290072E-3 -3.969976E-2 5.759675E+0
3.854763E-7 -6.478069E-3 2.393425E-3 -4.077080E-2 5.755007E+0
3.855263E-7 -6.480816E-3 2.458936E-3 -3.666517E-2 5.796612E+0
3.855763E-7 -6.694336E-3 2.448356E-3 -3.910932E-2 5.786863E+0
3.856263E-7 -6.894125E-3 2.391390E-3 -4.155347E-2 5.753222E+0
3.856763E-7 -6.476010E-3 2.342969E-3 -3.590995E-2 5.767365E+0
3.857263E-7 -5.911658E-3 2.311638E-3 -3.663769E-2 5.787275E+0
3.857763E-7 -6.289952E-3 2.270134E-3 -4.232243E-2 5.784529E+0
3.858263E-7 -6.933945E-3 2.208692E-3 -4.158095E-2 5.780959E+0
3.858763E-7 -6.814484E-3 2.147249E-3 -3.961739E-2 5.797985E+0
3.859263E-7 -6.562517E-3 2.105338E-3 -4.008424E-2 5.820779E+0
3.859763E-7 -6.717679E-3 2.090283E-3 -4.167706E-2 5.802654E+0
3.860263E-7 -6.903050E-3 2.100049E-3 -4.217139E-2 5.771484E+0
3.860763E-7 -6.845379E-3 2.115511E-3 -3.923291E-2 5.786039E+0
3.861263E-7 -6.600964E-3 2.111442E-3 -3.828546E-2 5.802105E+0
3.861763E-7 -6.243266E-3 2.090283E-3 -4.241854E-2 5.791257E+0
3.862263E-7 -6.206192E-3 2.079297E-3 -4.583761E-2 5.786589E+0
3.862763E-7 -6.734843E-3 2.092318E-3 -4.479405E-2 5.779586E+0
3.863263E-7 -6.915408E-3 2.109001E-3 -4.166332E-2 5.779586E+0
3.863763E-7 -6.644217E-3 2.107373E-3 -4.110035E-2 5.795926E+0
3.864263E-7 -6.789768E-3 2.091911E-3 -4.074332E-2 5.789472E+0
3.864763E-7 -6.918155E-3 2.078483E-3 -3.755769E-2 5.776427E+0
3.865263E-7 -6.579680E-3 2.072380E-3 -3.976843E-2 5.782881E+0
3.865763E-7 -6.482190E-3 2.078483E-3 -4.388779E-2 5.778762E+0
3.866263E-7 -6.848126E-3 2.113477E-3 -3.790098E-2 5.757478E+0
3.866763E-7 -7.047228E-3 2.177360E-3 -3.301266E-2 5.749377E+0
3.867263E-7 -7.102840E-3 2.244092E-3 -3.722814E-2 5.764893E+0
3.867763E-7 -7.480447E-3 2.284375E-3 -4.013917E-2 5.765992E+0
3.868263E-7 -7.429642E-3 2.289258E-3 -3.969976E-2 5.757890E+0
3.868763E-7 -6.673739E-3 2.255892E-3 -3.784606E-2 5.772995E+0
3.869263E-7 -6.076432E-3 2.187533E-3 -3.496251E-2 5.786314E+0
3.869763E-7 -5.874583E-3 2.106152E-3 -3.693980E-2 5.774367E+0
3.870263E-7 -6.420399E-3 2.053662E-3 -4.181436E-2 5.761735E+0
3.870763E-7 -7.260062E-3 2.056917E-3 -4.108661E-2 5.784117E+0
3.871263E-7 -6.826156E-3 2.106152E-3 -3.850514E-2 5.802791E+0
3.871763E-7 -6.264550E-3 2.176953E-3 -3.906813E-2 5.776702E+0
3.872263E-7 -7.051348E-3 2.257926E-3 -4.029021E-2 5.757478E+0
3.872763E-7 -7.351374E-3 2.339307E-3 -4.108661E-2 5.770798E+0
3.873263E-7 -6.589979E-3 2.397900E-3 -4.030395E-2 5.782331E+0
3.873763E-7 -6.400488E-3 2.413770E-3 -3.946632E-2 5.797161E+0
3.874263E-7 -6.771231E-3 2.406039E-3 -4.024902E-2 5.813089E+0
3.874763E-7 -6.793887E-3 2.416211E-3 -4.046872E-2 5.809108E+0
3.875263E-7 -6.585173E-3 2.466260E-3 -3.921917E-2 5.802654E+0
3.875763E-7 -6.575561E-3 2.539095E-3 -3.857380E-2 5.798672E+0
3.876263E-7 -6.432070E-3 2.600130E-3 -3.847769E-2 5.788511E+0
3.876763E-7 -5.983060E-3 2.626172E-3 -3.718695E-2 5.776839E+0
3.877263E-7 -6.134103E-3 2.621696E-3 -3.792843E-2 5.789884E+0
3.877763E-7 -7.020452E-3 2.613558E-3 -3.935647E-2 5.822701E+0
3.878263E-7 -7.194838E-3 2.619255E-3 -3.740665E-2 5.808696E+0
3.878763E-7 -6.504846E-3 2.625358E-3 -3.606099E-2 5.765580E+0
3.879263E-7 -6.288579E-3 2.607862E-3 -3.839529E-2 5.767776E+0
3.879763E-7 -6.546039E-3 2.563509E-3 -4.273435E-2 5.776427E+0
3.880263E-7 -6.640098E-3 2.504102E-3 -4.261076E-2 5.741138E+0
3.880763E-7 -6.658635E-3 2.433301E-3 -3.709084E-2 5.736057E+0
3.881263E-7 -6.663441E-3 2.352735E-3 -3.489384E-2 5.784117E+0
3.881763E-7 -6.662068E-3 2.279899E-3 -3.886217E-2 5.786314E+0
3.882263E-7 -6.775350E-3 2.238802E-3 -4.399762E-2 5.761598E+0
3.882763E-7 -6.866663E-3 2.229444E-3 -4.337972E-2 5.761598E+0
3.883263E-7 -6.707381E-3 2.233512E-3 -3.924662E-2 5.765717E+0
3.883763E-7 -6.678545E-3 2.246127E-3 -3.866991E-2 5.781782E+0
3.884263E-7 -6.934633E-3 2.279085E-3 -3.941140E-2 5.774093E+0
3.884763E-7 -6.957289E-3 2.331983E-3 -3.891709E-2 5.755144E+0
3.885263E-7 -6.902364E-3 2.394645E-3 -3.770873E-2 5.782057E+0
3.885763E-7 -6.883140E-3 2.466260E-3 -3.807947E-2 5.795926E+0
3.886263E-7 -6.348996E-3 2.545605E-3 -3.996065E-2 5.761460E+0
3.886763E-7 -5.786704E-3 2.611930E-3 -3.968602E-2 5.741687E+0
3.887263E-7 -5.971389E-3 2.643262E-3 -3.935647E-2 5.774093E+0
3.887763E-7 -6.589293E-3 2.640820E-3 -3.926036E-2 5.805675E+0
3.888263E-7 -7.217495E-3 2.622917E-3 -3.807947E-2 5.770248E+0
3.888763E-7 -7.251822E-3 2.596468E-3 -3.707710E-2 5.731801E+0
3.889263E-7 -6.624994E-3 2.544385E-3 -3.699473E-2 5.758302E+0
3.889763E-7 -6.415593E-3 2.453239E-3 -4.162213E-2 5.779037E+0
3.890263E-7 -6.732783E-3 2.348665E-3 -4.523343E-2 5.775878E+0
3.890763E-7 -6.885200E-3 2.277051E-3 -4.136124E-2 5.794965E+0
3.891263E-7 -6.831648E-3 2.254264E-3 -4.057857E-2 5.805125E+0
3.891763E-7 -6.909916E-3 2.259961E-3 -4.439583E-2 5.795239E+0
